Timestamp,Gender,Year,FinAid,Sports,Orientation,Race,Religion,Conc,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Notes,Location,Day,Initials
10/1/2013 22:42:44,Female,First-year,None,No,Heterosexual,Asian,Other religion,Humanities/arts,No opinion,No opinion,No role,None of the above,My parents' income and savings,"Yes, I support converting some bathrooms",30-34,Less than once a month,"Yes, but I am not sure if I will",I am aware of the plan but do not know enough to have an opinion,No opinion,,SciLi,Day 1,SS
10/1/2013 22:43:58,Male,Sophomore,None,No,Heterosexual,Asian,Atheist,"Physical sciences (incl. math, CS)",Somewhat disagree,No opinion,A moderate role,None of the above,None of the above,"No, I do not support converting any bathrooms",25-29,I have never masturbated,"Yes, and I am or plan to",I am aware of the plan but do not know enough to have an opinion,No opinion,,SciLi,Day 1,SS
10/1/2013 22:45:24,Female,Junior,Just loans,No,Heterosexual,Asian,Agnostic,Humanities/arts,Strongly agree,No opinion,A small role,None of the above,"Federal loans, My parents' income and savings","Yes, I support converting some bathrooms",30-34,Less than once a month,"No, and I would not have wanted to even if I felt more prepared",I am aware of the plan but do not know enough to have an opinion,No opinion,,SciLi,Day 1,SS
10/1/2013 22:46:53,Female,Junior,Grants and loans,No,Heterosexual,White,,Life sciences,Somewhat agree,No opinion,A moderate role,,"University grants and scholarships, Federal loans, My own income and savings","Yes, I support converting some bathrooms",30-34,,"No, but I am or plan to",I am aware of the plan but do not know enough to have an opinion,No opinion,,SciLi,Day 1,SS
10/1/2013 22:48:18,Female,Senior,None,Yes,Heterosexual,White,Atheist,Life sciences,Somewhat agree,No opinion,A moderate role,"Depression, Anxiety","My parents' income and savings, My own income and savings","Yes, I support converting some bathrooms",I don't intend to get married,I have never masturbated,"Yes, and I am or plan to",I am aware of the plan but do not know enough to have an opinion,No opinion,,SciLi,Day 1,SS
10/1/2013 22:49:29,Female,Senior,"Grants, covering some costs",Yes,Heterosexual,Black,Other Christian,Social sciences,Somewhat disagree,Somewhat disapprove,A small role,None of the above,"University grants and scholarships, My parents' income and savings","Yes, I support converting some bathrooms",30-34,Three to five times a week,"No, and for that reason, I am not or do not plan to",I am aware of the plan but do not know enough to have an opinion,Strongly approve,,SciLi,Day 1,SS
10/1/2013 22:50:46,Male,Senior,Grants and loans,No,Homosexual,Hispanic,Catholic,Social sciences,Strongly agree,No opinion,A moderate role,None of the above,"University grants and scholarships, Federal loans, My own income and savings","Yes, I support converting all bathrooms",25-29,Once or twice a week,"No, but I am or plan to",I am aware of the plan but do not know enough to have an opinion,No opinion,,SciLi,Day 1,SS
10/1/2013 22:52:29,Male,First-year,None,No,Heterosexual,Asian,Agnostic,Social sciences,Somewhat agree,No opinion,A moderate role,None of the above,My parents' income and savings,"Yes, I support converting some bathrooms",30-34,I have never masturbated,"No, and I am not sure if I will",I am aware of the plan but do not know enough to have an opinion,No opinion,,SciLi,Day 1,SS
10/1/2013 22:54:10,Female,Junior,"Grants, covering all costs",No,Heterosexual,Hispanic,Atheist,Life sciences,Somewhat agree,No opinion,A small role,None of the above,"University grants and scholarships, My own income and savings","Yes, I support converting all bathrooms",25-29,Once or twice a week,"Yes, and I am or plan to",I am aware of the plan but do not know enough to have an opinion,Somewhat approve,,SciLi,Day 1,SS
10/1/2013 22:55:13,Male,Junior,None,No,Heterosexual,Asian,Agnostic,"Physical sciences (incl. math, CS)",No opinion,No opinion,A small role,None of the above,None of the above,"Yes, I support converting some bathrooms",30-34,Once or twice a week,"No, and I am not sure if I will",I have not heard of the strategic plan,I do not know what UCS is,,SciLi,Day 1,SS
10/1/2013 22:56:23,Female,First-year,"Grants, covering some costs",No,Heterosexual,Hispanic,Catholic,Social sciences,No opinion,Somewhat disapprove,A moderate role,None of the above,"University grants and scholarships, My parents' income and savings, My own income and savings","Yes, I support converting some bathrooms",25-29,I have never masturbated,"Yes, but I am not or do not plan to",I have not heard of the strategic plan,No opinion,,SciLi,Day 1,SS
10/1/2013 22:57:39,Male,First-year,"Grants, covering all costs",No,Homosexual,White,Atheist,Humanities/arts,Strongly agree,Somewhat approve,No role,None of the above,"University grants and scholarships, Non-University grants and scholarships, My parents' income and savings","Yes, I support converting all bathrooms",I don't intend to get married,Three to five times a week,"Yes, but I am not or do not plan to",Somewhat approve,Somewhat disapprove,,SciLi,Day 1,SS
10/1/2013 22:57:53,Male,First-year,"Grants, covering all costs",No,Homosexual,White,Atheist,Humanities/arts,Strongly agree,Somewhat approve,No role,None of the above,"University grants and scholarships, Non-University grants and scholarships, My parents' income and savings","Yes, I support converting all bathrooms",I don't intend to get married,Three to five times a week,"Yes, but I am not or do not plan to",Somewhat approve,Somewhat disapprove,,SciLi,Day 1,SS
10/1/2013 22:58:51,Male,Sophomore,None,No,Heterosexual,White,Atheist,"Physical sciences (incl. math, CS)",Strongly agree,Strongly disapprove,A moderate role,None of the above,"Non-University grants and scholarships, My parents' income and savings","Yes, I support converting some bathrooms",30-34,Three to five times a week,"Yes, and I am or plan to",Somewhat disapprove,Somewhat approve,,SciLi,Day 1,SS
10/1/2013 23:00:36,Female,Senior,"Grants, covering all costs",No,Heterosexual,Other,Muslim,"Humanities/arts, Social sciences",No opinion,Somewhat disapprove,A moderate role,None of the above,"University grants and scholarships, Federal loans","No, I do not support converting any bathrooms",18-24,Once or twice a week,"Yes, but I am not or do not plan to",Somewhat disapprove,Somewhat approve,,SciLi,Day 1,SS
10/1/2013 23:01:51,Male,Sophomore,Grants and loans,,Heterosexual,White,Protestant,"Social sciences, Life sciences",Somewhat disagree,Somewhat approve,A small role,"Depression, Attention deficit disorder, Bipolar disorder","University grants and scholarships, Federal loans, Non-University grants and scholarships, My parents' income and savings, My parents borrow money from outside sources","No, I do not support converting any bathrooms",25-29,Once or twice a week,"No, and I am not sure if I will",Strongly approve,No opinion,,SciLi,Day 1,SS
10/2/2013 10:02:43,Female,Junior,None,No,Heterosexual,White,Jewish,Life sciences,Not familiar enough to answer,No opinion,No role,Anxiety,My parents' income and savings,"Yes, I support converting all bathrooms",25-29,I have never masturbated,"Yes, but I am not or do not plan to",I am aware of the plan but do not know enough to have an opinion,No opinion,,Faunce,Day 1,KK
10/2/2013 10:03:40,Male,First-year,None,No,Heterosexual,Asian,Other religion,"Humanities/arts, Physical sciences (incl. math, CS)",Somewhat agree,Somewhat approve,A moderate role,None of the above,None of the above,Don't know,30-34,Once or twice a month,"Yes, and I am or plan to",I have not heard of the strategic plan,No opinion,,SciLi,Day 1,JL
10/2/2013 10:03:56,Male,Sophomore,None,No,Heterosexual,White,Agnostic,Humanities/arts,Somewhat agree,No opinion,A moderate role,None of the above,My parents' income and savings,"Yes, I support converting some bathrooms",Not sure,Once a day,"Yes, but I am not or do not plan to",I am aware of the plan but do not know enough to have an opinion,No opinion,,Faunce,Day 1,KK
10/2/2013 10:05:02,Male,First-year,None,No,Heterosexual,White,Other Christian,Humanities/arts,Somewhat agree,No opinion,A small role,,"Federal loans, My parents' income and savings","Yes, I support converting all bathrooms",Not sure,Once or twice a month,"No, and I would not have wanted to even if I felt more prepared",I am aware of the plan but do not know enough to have an opinion,Somewhat approve,,Faunce,Day 1,KK
10/2/2013 10:06:23,Male,First-year,None,No,Heterosexual,White,Atheist,Life sciences,Somewhat agree,Somewhat approve,A small role,None of the above,"My parents' income and savings, My own income and savings","Yes, I support converting some bathrooms",25-29,Once or twice a month,"Yes, and I am or plan to",Somewhat approve,Somewhat approve,Also chose 30-34 for Q7,SciLi,Day 1,JL
10/2/2013 10:07:01,Female,Sophomore,None,No,Heterosexual,Other,Agnostic,Humanities/arts,Strongly agree,No opinion,No opinion,None of the above,My parents' income and savings,"Yes, I support converting some bathrooms",,,"Yes, but I am not or do not plan to",I am aware of the plan but do not know enough to have an opinion,Somewhat approve,,Faunce,Day 1,KK
10/2/2013 10:08:04,Female,First-year,None,,Heterosexual,White,Jewish,Humanities/arts,No opinion,Somewhat approve,A small role,None of the above,"My parents' income and savings, My own income and savings","Yes, I support converting some bathrooms",,I have never masturbated,"Yes, but I am not sure if I will",Somewhat approve,No opinion,For #7 circled both 25-29 and 30-34 ,Faunce,Day 1,KK
10/2/2013 10:08:14,Male,First-year,"Grants, covering all costs",No,Heterosexual,"White, Black, American Indian/Alaska Native",Catholic,"Life sciences, Physical sciences (incl. math, CS)",Strongly agree,No opinion,A small role,None of the above,"University grants and scholarships, Non-University grants and scholarships","Yes, I support converting all bathrooms",30-34,Less than once a month,"No, but I am or plan to",Somewhat approve,No opinion,,SciLi,Day 1,JL
10/2/2013 10:10:57,Female,Senior,None,Yes,Heterosexual,White,Catholic,Social sciences,No opinion,Somewhat approve,A moderate role,None of the above,"University grants and scholarships, My parents' income and savings","Yes, I support converting some bathrooms",25-29,Once or twice a month,"Yes, but I am not or do not plan to",I am aware of the plan but do not know enough to have an opinion,Strongly approve,,SciLi,Day 1,JL
10/2/2013 10:11:26,Female,First-year,Just loans,No,Heterosexual,Black,Muslim,Social sciences,Somewhat disagree,No opinion,A small role,None of the above,"Federal loans, My parents borrow money from outside sources","No, I do not support converting any bathrooms",25-29,I have never masturbated,"Yes, and I am or plan to",Somewhat disapprove,No opinion,,Faunce,Day 1,KK
10/2/2013 10:12:25,Female,Sophomore,None,No,Bisexual,White,Atheist,Humanities/arts,Strongly agree,No opinion,A small role,None of the above,"Non-University grants and scholarships, My parents' income and savings, My own income and savings, My parents borrow money from outside sources","Yes, I support converting some bathrooms",Not sure,,"No, and I would not have wanted to even if I felt more prepared",I am aware of the plan but do not know enough to have an opinion,No opinion,Q11 people said no opinion and somewhat disapprove,J. Walter Wilson: Side/Back Door,Day 1,si
10/2/2013 10:13:02,Female,Sophomore,"Grants, covering some costs",No,Heterosexual,Asian,Agnostic,Life sciences,Strongly agree,No opinion,A moderate role,None of the above,"University grants and scholarships, Federal loans, Non-University grants and scholarships, My parents' income and savings, My own income and savings","Yes, I support converting all bathrooms",Not sure,I have never masturbated,"No, but I am or plan to",I have not heard of the strategic plan,No opinion,,SciLi,Day 1,JL
10/2/2013 10:13:39,Male,First-year,"Grants, covering some costs",No,Heterosexual,White,Jewish,,Somewhat agree,No opinion,A small role,None of the above,"University grants and scholarships, Federal loans, Non-University grants and scholarships, My parents' income and savings, My own income and savings","Yes, I support converting some bathrooms",,,"No, and I am not sure if I will",I am aware of the plan but do not know enough to have an opinion,No opinion,"Wrote ""IDK"" for concentration question; circled 25-29 and 30-34 for #7, and circled for #8 both ""once or twice a week"" and ""once or twice a month""",Faunce,Day 1,KK
10/2/2013 10:14:24,Female,First-year,"Grants, covering all costs",No,Heterosexual,Asian,Catholic,Social sciences,No opinion,Somewhat approve,A small role,None of the above,University grants and scholarships,"Yes, I support converting some bathrooms",25-29,Once or twice a month,"No, and for that reason, I am not or do not plan to",Somewhat approve,No opinion,,J. Walter Wilson: Side/Back Door,Day 1,si
10/2/2013 10:14:39,Female,Sophomore,Grants and loans,No,Heterosexual,Black,Other Christian,"Physical sciences (incl. math, CS)",No opinion,No opinion,A small role,None of the above,"University grants and scholarships, Federal loans, Non-University grants and scholarships, My parents' income and savings","Yes, I support converting all bathrooms",25-29,I have never masturbated,"Yes, and I am or plan to",I am aware of the plan but do not know enough to have an opinion,Strongly approve,,Faunce,Day 1,KK
10/2/2013 10:14:41,Female,Junior,None,No,Heterosexual,Asian,Hindu,Life sciences,No opinion,Strongly approve,A moderate role,None of the above,None of the above,"No, I do not support converting any bathrooms",25-29,Less than once a month,"Yes, and I am or plan to",Strongly approve,Strongly approve,,SciLi,Day 1,JL
10/2/2013 10:15:32,Female,Junior,None,No,Heterosexual,White,Protestant,Life sciences,Not familiar enough to answer,No opinion,A moderate role,None of the above,None of the above,"No, I do not support converting any bathrooms",30-34,Less than once a month,"No, but I am or plan to",I have not heard of the strategic plan,No opinion,,Faunce,Day 1,KK
10/2/2013 10:15:46,Female,First-year,"Grants, covering some costs",No,Heterosexual,"White, Asian",Catholic,Life sciences,Somewhat disagree,No opinion,A small role,None of the above,University grants and scholarships,"No, I do not support converting any bathrooms",25-29,Less than once a month,"Yes, and I am or plan to",Somewhat approve,Strongly approve,,J. Walter Wilson: Side/Back Door,Day 1,si
10/2/2013 10:16:30,Male,First-year,None,No,Heterosexual,White,Agnostic,Social sciences,Not familiar enough to answer,No opinion,A significant role,None of the above,"University grants and scholarships, My parents' income and savings","Yes, I support converting some bathrooms",Not sure,Less than once a month,"Yes, but I am not or do not plan to",I am aware of the plan but do not know enough to have an opinion,Somewhat disapprove,,Faunce,Day 1,KK
10/2/2013 10:17:34,Male,Sophomore,"Grants, covering some costs",No,Heterosexual,Asian,Atheist,"Humanities/arts, Physical sciences (incl. math, CS)",Strongly agree,Somewhat approve,A moderate role,None of the above,"University grants and scholarships, My parents' income and savings","Yes, I support converting all bathrooms",30-34,Three to five times a week,"Yes, but I am not sure if I will",Somewhat approve,Somewhat approve,"Also chose ""Yes, but I am not or do not plan to"" for Q9",SciLi,Day 1,JL
10/2/2013 10:17:34,Male,First-year,Grants and loans,No,Heterosexual,White,Atheist,Humanities/arts,Not familiar enough to answer,No opinion,No role,None of the above,"University grants and scholarships, My parents' income and savings",Don't know,30-34,Three to five times a week,"No, and I would not have wanted to even if I felt more prepared",I am aware of the plan but do not know enough to have an opinion,No opinion,,Faunce,Day 1,KK
10/2/2013 10:18:19,Female,Sophomore,Grants and loans,No,Heterosexual,"White, Other",Other religion,Humanities/arts,Somewhat agree,Strongly approve,A small role,None of the above,"University grants and scholarships, Federal loans, Non-University grants and scholarships, My parents' income and savings, My own income and savings, Non-parental relatives' and friends' contributions","No, I do not support converting any bathrooms",Not sure,Once or twice a week,"Yes, but I am not or do not plan to",Somewhat approve,Strongly approve,,J. Walter Wilson: Side/Back Door,Day 1,si
10/2/2013 10:18:43,Female,Sophomore,None,No,Heterosexual,Asian,Protestant,Humanities/arts,Somewhat agree,No opinion,A moderate role,,My parents' income and savings,"No, I do not support converting any bathrooms",25-29,Less than once a month,"No, and I am not sure if I will",Somewhat approve,No opinion,,Faunce,Day 1,KK
10/2/2013 10:19:28,Female,Senior,None,Yes,Heterosexual,White,Agnostic,"Social sciences, Life sciences",Somewhat agree,Somewhat approve,A moderate role,None of the above,My parents' income and savings,"Yes, I support converting some bathrooms",30-34,,"Yes, but I am not sure if I will",Somewhat approve,I do not know what UCS is,,SciLi,Day 1,JL
10/2/2013 10:19:38,Female,Sophomore,Grants and loans,No,Heterosexual,"White, Other",Other religion,Humanities/arts,Somewhat agree,Strongly approve,A small role,None of the above,"University grants and scholarships, Federal loans, Non-University grants and scholarships, My parents' income and savings, My own income and savings, Non-parental relatives' and friends' contributions","No, I do not support converting any bathrooms",Not sure,Once or twice a week,"Yes, but I am not or do not plan to",Somewhat approve,Strongly approve,,J. Walter Wilson: Side/Back Door,Day 1,si
10/2/2013 10:19:52,Female,Sophomore,None,No,Heterosexual,Asian,Other Christian,Social sciences,Somewhat disagree,No opinion,A moderate role,None of the above,My parents' income and savings,"No, I do not support converting any bathrooms",25-29,Less than once a month,"No, and I am not sure if I will",Somewhat approve,Somewhat approve,,Faunce,Day 1,KK
10/2/2013 10:20:56,Female,Senior,None,No,Heterosexual,Asian,Atheist,Social sciences,Somewhat agree,Strongly approve,A moderate role,None of the above,My parents' income and savings,"Yes, I support converting some bathrooms",25-29,Less than once a month,"No, but I am or plan to",Strongly approve,No opinion,,Faunce,Day 1,KK
10/2/2013 10:21:42,Female,Senior,Grants and loans,Yes,Heterosexual,White,Catholic,Life sciences,No opinion,No opinion,A moderate role,None of the above,"University grants and scholarships, Federal loans, My parents' income and savings","Yes, I support converting some bathrooms",Not sure,Less than once a month,"Yes, and I am or plan to",I have not heard of the strategic plan,No opinion,,J. Walter Wilson: Side/Back Door,Day 1,si
10/2/2013 10:22:52,Female,Junior,None,No,Heterosexual,Asian,Agnostic,Social sciences,No opinion,No opinion,A small role,None of the above,"My parents' income and savings, My own income and savings","Yes, I support converting some bathrooms",25-29,Less than once a month,"Yes, but I am not or do not plan to",I have not heard of the strategic plan,No opinion,,Faunce,Day 1,KK
10/2/2013 10:24:00,Male,Senior,Grants and loans,No,Heterosexual,Black,Catholic,Life sciences,No opinion,Somewhat disapprove,A moderate role,None of the above,"University grants and scholarships, Federal loans, My own income and savings, I borrow money from outside sources",Don't know,25-29,Three to five times a week,"No, but I am or plan to",Somewhat disapprove,No opinion,,SciLi,Day 1,JL
10/2/2013 10:24:07,Female,Junior,None,No,Heterosexual,Black,Other Christian,"Life sciences, Physical sciences (incl. math, CS)",Strongly agree,No opinion,A moderate role,Another mental health condition,My parents' income and savings,"Yes, I support converting some bathrooms",25-29,,"Yes, and I am or plan to",I am aware of the plan but do not know enough to have an opinion,No opinion,,Faunce,Day 1,KK
10/2/2013 10:25:36,Female,First-year,None,Yes,Heterosexual,White,Jewish,"Physical sciences (incl. math, CS)",Strongly agree,Somewhat approve,A small role,Anxiety,"Non-University grants and scholarships, My parents' income and savings","Yes, I support converting some bathrooms",30-34,Once or twice a month,"No, but I am or plan to",Somewhat approve,No opinion,,J. Walter Wilson: Side/Back Door,Day 1,si
10/2/2013 10:26:36,Male,Senior,None,No,Heterosexual,White,Jewish,"Physical sciences (incl. math, CS)",Somewhat agree,Strongly approve,A small role,None of the above,My parents' income and savings,Don't know,18-24,Once or twice a week,"Yes, and I am or plan to",I am aware of the plan but do not know enough to have an opinion,Somewhat disapprove,,SciLi,Day 1,JL
10/2/2013 10:27:07,Male,Junior,None,No,Heterosexual,White,,Humanities/arts,Somewhat agree,Somewhat approve,A small role,None of the above,My parents' income and savings,Don't know,25-29,Once or twice a week,"Yes, but I am not or do not plan to",Strongly approve,No opinion,,J. Walter Wilson: Side/Back Door,Day 1,si
10/2/2013 10:27:08,Female,First-year,None,No,Heterosexual,Asian,Buddhist,"Physical sciences (incl. math, CS)",No opinion,Somewhat approve,A moderate role,None of the above,My parents' income and savings,"No, I do not support converting any bathrooms",30-34,I have never masturbated,"Yes, and I am or plan to",Somewhat approve,Somewhat approve,,Faunce,Day 1,KK
10/2/2013 10:29:20,Female,First-year,None,Yes,Heterosexual,Asian,Buddhist,"Physical sciences (incl. math, CS)",Somewhat agree,No opinion,A moderate role,None of the above,My parents' income and savings,"Yes, I support converting some bathrooms",25-29,I have never masturbated,"Yes, and I am or plan to",I am aware of the plan but do not know enough to have an opinion,No opinion,,Faunce,Day 1,KK
10/2/2013 10:29:43,Male,Sophomore,"Grants, covering some costs",No,Heterosexual,Asian,Other religion,Life sciences,Somewhat disagree,No opinion,A moderate role,None of the above,None of the above,Don't know,Not sure,Less than once a month,"Yes, but I am not sure if I will",I have not heard of the strategic plan,No opinion,,SciLi,Day 1,JL
10/2/2013 10:29:58,Female,Sophomore,None,No,Heterosexual,Asian,Agnostic,Life sciences,Somewhat agree,No opinion,A small role,None of the above,"Non-University grants and scholarships, My parents' income and savings, My own income and savings","Yes, I support converting some bathrooms",Not sure,Once or twice a month,"Yes, and I am or plan to",I am aware of the plan but do not know enough to have an opinion,Somewhat approve,,J. Walter Wilson: Side/Back Door,Day 1,si
10/2/2013 10:30:23,Male,Sophomore,"Grants, covering some costs",No,Heterosexual,White,Atheist,"Physical sciences (incl. math, CS)",Strongly disagree,Strongly approve,A significant role,,"University grants and scholarships, Federal loans, Non-University grants and scholarships, My parents' income and savings, My own income and savings","Yes, I support converting all bathrooms",30-34,Three to five times a week,"No, but I am or plan to",Somewhat approve,Somewhat approve,,Faunce,Day 1,KK
10/2/2013 10:31:12,Female,First-year,None,No,Heterosexual,Black,Other Christian,Humanities/arts,Somewhat disagree,Somewhat disapprove,A small role,None of the above,"Non-University grants and scholarships, My parents' income and savings","Yes, I support converting some bathrooms",25-29,Three to five times a week,"No, and I am not sure if I will",Somewhat disapprove,Strongly approve,,Faunce,Day 1,KK
10/2/2013 10:31:14,Female,Senior,None,No,Heterosexual,Asian,Agnostic,"Physical sciences (incl. math, CS)",No opinion,Somewhat approve,A moderate role,None of the above,"Non-University grants and scholarships, My parents' income and savings","Yes, I support converting some bathrooms",25-29,Once or twice a week,"Yes, and I am or plan to",Somewhat approve,No opinion,,J. Walter Wilson: Side/Back Door,Day 1,si
10/2/2013 10:31:21,Male,Junior,None,No,Heterosexual,White,Agnostic,"Humanities/arts, Social sciences",Strongly disagree,Strongly disapprove,A small role,None of the above,My parents' income and savings,"Yes, I support converting all bathrooms",25-29,Once a day,"Yes, but I am not or do not plan to",Strongly disapprove,Somewhat approve,,SciLi,Day 1,JL
10/2/2013 10:32:11,Female,Senior,"Grants, covering some costs",No,Bisexual,Hispanic,Catholic,Life sciences,Strongly agree,No opinion,A small role,None of the above,"University grants and scholarships, Federal loans, My own income and savings","Yes, I support converting some bathrooms",30-34,Once or twice a month,"Yes, and I am or plan to",Somewhat disapprove,No opinion,,Faunce,Day 1,KK
10/2/2013 10:33:22,Male,Sophomore,Grants and loans,No,Heterosexual,White,Protestant,Humanities/arts,No opinion,Somewhat approve,A moderate role,None of the above,"University grants and scholarships, Federal loans","Yes, I support converting all bathrooms",25-29,Three to five times a week,"Yes, but I am not or do not plan to",I am aware of the plan but do not know enough to have an opinion,I do not know what UCS is,,Faunce,Day 1,KK
10/2/2013 10:33:50,Male,First-year,None,Yes,Heterosexual,White,Other religion,"Physical sciences (incl. math, CS)",Somewhat agree,No opinion,A significant role,None of the above,My parents' income and savings,"Yes, I support converting all bathrooms",25-29,Once or twice a week,"Yes, and I am or plan to",I have not heard of the strategic plan,No opinion,,J. Walter Wilson: Side/Back Door,Day 1,si
10/2/2013 10:35:13,Male,Junior,None,No,Heterosexual,White,Buddhist,"Physical sciences (incl. math, CS)",Strongly agree,Somewhat disapprove,A small role,None of the above,Non-parental relatives' and friends' contributions,"Yes, I support converting all bathrooms",18-24,Once or twice a week,"Yes, and I am or plan to",Strongly disapprove,Strongly disapprove,,SciLi,Day 1,
10/2/2013 10:35:18,Male,Senior,Just loans,No,Homosexual,White,Jewish,Humanities/arts,Strongly agree,Somewhat approve,A small role,None of the above,"Federal loans, My parents' income and savings, My parents borrow money from outside sources","Yes, I support converting all bathrooms",25-29,Once a day,"No, and I would not have wanted to even if I felt more prepared",Somewhat approve,No opinion,,J. Walter Wilson: Side/Back Door,Day 1,si
10/2/2013 10:35:35,Male,Sophomore,None,No,Heterosexual,White,Jewish,"Physical sciences (incl. math, CS)",Strongly agree,Strongly approve,,None of the above,"My parents' income and savings, My parents borrow money from outside sources","Yes, I support converting some bathrooms",30-34,Once or twice a week,"No, but I am or plan to",I have not heard of the strategic plan,No opinion,"#3 circled both ""a small role"" and ""no role""",Faunce,Day 1,KK
10/2/2013 10:36:28,Male,Junior,None,No,Heterosexual,White,Jewish,Social sciences,Strongly agree,Somewhat approve,A small role,None of the above,"Non-University grants and scholarships, My parents' income and savings, My own income and savings","Yes, I support converting some bathrooms",Not sure,Once or twice a week,"Yes, but I am not or do not plan to",Somewhat approve,Strongly approve,,J. Walter Wilson: Side/Back Door,Day 1,si
10/2/2013 10:36:43,Male,Sophomore,None,No,Homosexual,"White, Asian",Other religion,Life sciences,Somewhat agree,Somewhat approve,A small role,None of the above,My parents' income and savings,"Yes, I support converting all bathrooms",Not sure,Once or twice a week,"Yes, and I am or plan to",I am aware of the plan but do not know enough to have an opinion,No opinion,,Faunce,Day 1,KK
10/2/2013 10:37:15,Male,Senior,Grants and loans,Yes,Heterosexual,Black,Protestant,"Humanities/arts, Social sciences",Somewhat disagree,No opinion,A small role,None of the above,"Federal loans, Non-University grants and scholarships, My parents' income and savings, My own income and savings, Non-parental relatives' and friends' contributions",Don't know,30-34,Once or twice a week,"Yes, but I am not or do not plan to",I am aware of the plan but do not know enough to have an opinion,No opinion,,SciLi,Day 1,JL
10/2/2013 10:37:42,Male,First-year,"Grants, covering some costs",No,Homosexual,White,Agnostic,Humanities/arts,Somewhat agree,No opinion,A significant role,None of the above,"University grants and scholarships, My parents' income and savings, Non-parental relatives' and friends' contributions","Yes, I support converting some bathrooms",Not sure,Once or twice a week,"Yes, but I am not or do not plan to",Strongly approve,No opinion,,Faunce,Day 1,KK
10/2/2013 10:39:32,Female,First-year,None,Yes,Heterosexual,White,Protestant,"Physical sciences (incl. math, CS)",Strongly disagree,No opinion,A small role,None of the above,"My parents' income and savings, My own income and savings","Yes, I support converting all bathrooms",25-29,Once or twice a week,"Yes, and I am or plan to",I am aware of the plan but do not know enough to have an opinion,No opinion,,SciLi,Day 1,JL
10/2/2013 10:39:57,Female,Senior,Just loans,No,Heterosexual,White,Other religion,,Not familiar enough to answer,No opinion,A moderate role,None of the above,I do not know if I use any of the above,Don't know,Not sure,I have never masturbated,"No, but I am or plan to",I am aware of the plan but do not know enough to have an opinion,No opinion,,J. Walter Wilson: Side/Back Door,Day 1,si
10/2/2013 10:40:23,Male,First-year,"Grants, covering all costs",Yes,Heterosexual,Black,,Social sciences,Not familiar enough to answer,Somewhat approve,No role,None of the above,"University grants and scholarships, Non-University grants and scholarships, My parents' income and savings","Yes, I support converting all bathrooms",25-29,I have never masturbated,"No, and I am not sure if I will",I am aware of the plan but do not know enough to have an opinion,No opinion,"For the control question, circled both Catholic and Other Christian ",Faunce,Day 1,KK
10/2/2013 10:41:25,Male,First-year,None,No,Heterosexual,Asian,Other religion,Social sciences,Somewhat agree,No opinion,A moderate role,None of the above,"My parents' income and savings, My own income and savings","Yes, I support converting all bathrooms",30-34,Once or twice a week,"Yes, but I am not sure if I will",I am aware of the plan but do not know enough to have an opinion,Somewhat approve,,Faunce,Day 1,KK
10/2/2013 10:42:53,Female,First-year,"Grants, covering all costs",No,Bisexual,White,Agnostic,Social sciences,Strongly agree,No opinion,A moderate role,None of the above,"University grants and scholarships, Non-University grants and scholarships","Yes, I support converting some bathrooms",30-34,I have never masturbated,"No, and I would not have wanted to even if I felt more prepared",I am aware of the plan but do not know enough to have an opinion,No opinion,,J. Walter Wilson: Side/Back Door,Day 1,si
10/2/2013 10:43:03,Male,First-year,Grants and loans,No,Heterosexual,Black,Agnostic,"Humanities/arts, Social sciences",No opinion,No opinion,A small role,None of the above,"University grants and scholarships, Federal loans, My parents' income and savings, My own income and savings","Yes, I support converting all bathrooms",I am already married,More than once a day,"No, and I am not sure if I will",I am aware of the plan but do not know enough to have an opinion,Somewhat approve,,SciLi,Day 1,JL
10/2/2013 10:43:32,Male,Junior,"Grants, covering some costs",No,Homosexual,"White, Black",Other Christian,Humanities/arts,No opinion,No opinion,A small role,None of the above,"University grants and scholarships, Federal loans, My parents' income and savings, My own income and savings","Yes, I support converting all bathrooms",25-29,Once a day,"Yes, but I am not or do not plan to",Somewhat approve,Strongly approve,,Faunce,Day 1,KK
10/2/2013 10:44:57,Male,Senior,None,No,Heterosexual,White,Agnostic,Social sciences,Somewhat agree,,No opinion,None of the above,My parents' income and savings,"Yes, I support converting some bathrooms",30-34,Once or twice a week,"Yes, but I am not or do not plan to",Somewhat approve,Somewhat approve,,SciLi,Day 1,JL
10/2/2013 10:45:23,Male,First-year,None,No,Heterosexual,White,Other religion,Social sciences,Strongly agree,No opinion,A small role,None of the above,None of the above,"Yes, I support converting some bathrooms",30-34,Once a day,"No, and I would not have wanted to even if I felt more prepared",Somewhat approve,No opinion,"Next to #8, wrote ""sex once a day""",Faunce,Day 1,KK
10/2/2013 10:45:49,Female,Sophomore,Grants and loans,No,Heterosexual,,Agnostic,Life sciences,Somewhat agree,No opinion,A moderate role,None of the above,"University grants and scholarships, Federal loans, My parents' income and savings","No, I do not support converting any bathrooms",25-29,I have never masturbated,"Yes, and I am or plan to",I have not heard of the strategic plan,Strongly approve,,J. Walter Wilson: Side/Back Door,Day 1,si
