Timestamp,Location,Day,Your initials,,Gender,Year,Financial Aid,Sports,Sexual Orientation,Race,Concentration,First gen,Domestic/Intl,Greek,Q1 Paxson,Q2 Political Fiscal,Q3 Political Fiscal,Q4 Political Comfort,Q5 Alcohol,Q6 Phi Psi,Q7 Sigma,Q8 Inadequacy,Q9 Grad Student Roles,Q10 GS experience,Q11 Lecture laptop,Q12 Lyft/Uber,Notes
3/5/2015 13:02:19,JWW side,Day 1,EW,,Male,Junior,None,No,Hetero,White,"Social sciences, Physical sciences",No,Domestic,No,Strongly approve,Centrist,Somewhat cons,Very comfortable,Strongly approve,Not familiar enough to answer,Not familiar enough to answer,"Yes, about my social life",I have had grad students as teaching assistants,Neutral,'10 minutes',Never,
3/5/2015 13:03:33,JWW side,Day 1,EW,,Female,First-year,Grants and loans,No,Hetero,White,Humanities/arts,Yes,Domestic,No,Somewhat approve,Centrist,Very lib,Very comfortable,Somewhat disapprove,"No, they were too lenient",Yes,"No, I do not feel inadequate relative to other Brown students","I have had grad students as teaching assistants, I have taken a course taught by a grad student, Grad students have been mentors (formal or informal) to me",Very positive,'0 minutes',Once a month,
3/5/2015 13:04:35,JWW side,Day 1,EW,,Female,First-year,None,No,Hetero,White,Life sciences,No,Domestic,No,Somewhat approve,Somewhat liberal,Very lib,Very comfortable,Somewhat approve,Yes,"No, they were too lenient","Yes, about my academic ability, Yes, about my social life, Yes, about my sex/love life",I have had grad students as teaching assistants,Neutral,'10 minutes',Once a week,
3/5/2015 13:06:09,JWW side,Day 1,EW,,Male,Senior,Grants and loans,No,Hetero,White,Physical sciences,Yes,Domestic,No,Somewhat disapprove,Somewhat liberal,Very lib,Very comfortable,Strongly approve,Yes,Yes,"Yes, about my academic ability, Yes, about my social life, Yes, about my sex/love life, Yes, about my appearance","I have had grad students as teaching assistants, I have interacted with grad students while doing research",Somewhat positive,'10 minutes',Once a month,
3/5/2015 13:07:11,JWW side,Day 1,EW,,Female,Junior,"Grants, covering some costs",Yes,Hetero,White,Physical sciences,No,Domestic,No,Somewhat approve,Somewhat liberal,Somewhat liberal,Somewhat comfortable,Somewhat approve,Yes,No opinion,"No, I do not feel inadequate relative to other Brown students",I have not interacted with grad students,I have not interacted with grad students,'0 minutes',Never,
3/5/2015 13:08:55,JWW side,Day 1,EW,,Female,Junior,None,No,Hetero,White,Humanities/arts,No,Domestic,No,Somewhat approve,Somewhat cons,Somewhat liberal,Somewhat uncomfortable,Somewhat disapprove,"No, they were too harsh",Not familiar enough to answer,"Yes, about something not listed above","I have had grad students as teaching assistants, I have interacted with grad students while doing research, I have taken a course taught by a grad student, Other",Somewhat positive,'10 minutes',Once a semester,"Next to Q8, this person wrote ""Career! Too many tech friends"" & next to Q9's Other, this person wrote ""I TA a course with grad students in it."""
3/5/2015 13:09:57,JWW side,Day 1,EW,,Male,Junior,Grants and loans,No,Hetero,Asian,Humanities/arts,No,Domestic,No,Somewhat approve,Somewhat liberal,Somewhat cons,Somewhat comfortable,Somewhat approve,Yes,Yes,"No, I do not feel inadequate relative to other Brown students","I have had grad students as teaching assistants, Grad students have been mentors (formal or informal) to me, Other",Somewhat positive,I do not use my laptop in class,Once a month,
3/5/2015 13:11:36,JWW side,Day 1,EW,,Male,Junior,None,No,Hetero,"White, Asian",Life sciences,No,Domestic,Yes,Somewhat approve,Very conservative,Very lib,Somewhat uncomfortable,Somewhat approve,"No, they were too lenient","No, they were too harsh","No, I do not feel inadequate relative to other Brown students","I have had grad students as teaching assistants, I have interacted with grad students while doing research",Very positive,I do not use my laptop in class,Once a week,
3/5/2015 13:12:35,JWW side,Day 1,EW,,Female,Sophomore,Grants and loans,No,Hetero,Asian,Social sciences,No,Domestic,Yes,Somewhat approve,Somewhat cons,Very lib,Somewhat comfortable,Strongly disapprove,"No, they were too harsh","No, they were too harsh","Yes, about my social life, Yes, about my sex/love life, Yes, about my appearance",I have had grad students as teaching assistants,Somewhat positive,'10 minutes',Once a week,
3/5/2015 13:13:33,JWW side,Day 1,EW,,Male,Senior,None,No,Hetero,White,Physical sciences,No,Domestic,Yes,No opinion,Somewhat liberal,Very lib,Very comfortable,Somewhat approve,Yes,Not familiar enough to answer,"Yes, about my social life, Yes, about my sex/love life",I have had grad students as teaching assistants,Very positive,I do not use my laptop in class,Never,
3/5/2015 13:14:38,JWW side,Day 1,EW,,Female,Junior,None,No,Hetero,White,Life sciences,No,Domestic,No,No opinion,Somewhat cons,Somewhat cons,Somewhat uncomfortable,No opinion,Not familiar enough to answer,Not familiar enough to answer,"Yes, about my academic ability","I have had grad students as teaching assistants, Other",Somewhat positive,I do not use my laptop in class,Never,
3/5/2015 13:15:41,JWW side,Day 1,EW,,Female,First-year,"Grants, covering some costs",No,Hetero,Hispanic,Life sciences,No,Domestic,Yes,No opinion,No opinion,Centrist,Somewhat uncomfortable,Somewhat disapprove,"No, they were too harsh","No, they were too harsh","Yes, about my academic ability",I have had grad students as teaching assistants,Neutral,'0 minutes',Multiple times a week,
3/5/2015 13:16:32,JWW side,Day 1,EW,,Male,Senior,"Grants, covering some costs",No,Hetero,Asian,Physical sciences,No,Domestic,No,No opinion,Somewhat liberal,Somewhat liberal,Somewhat comfortable,Not familiar enough to answer,Not familiar enough to answer,Not familiar enough to answer,"No, I do not feel inadequate relative to other Brown students",I have had grad students as teaching assistants,Neutral,'10 minutes',Once a month,
3/5/2015 13:17:29,JWW side,Day 1,EW,,Female,Sophomore,None,Yes,Hetero,White,Life sciences,No,Domestic,No,Somewhat approve,Somewhat cons,Somewhat cons,Somewhat uncomfortable,Strongly disapprove,"No, they were too harsh",No opinion,"Yes, about my academic ability","I have had grad students as teaching assistants, I have taken a course taught by a grad student",Somewhat negative,'10 minutes',Once a week,
3/5/2015 13:18:25,JWW side,Day 1,EW,,Female,Senior,None,No,Hetero,White,Humanities/arts,No,Domestic,No,No opinion,Somewhat liberal,Very lib,Very comfortable,Strongly approve,Yes,Yes,"Yes, about my academic ability, Yes, about my sex/love life, Yes, about my appearance",I have had grad students as teaching assistants,Very positive,'0 minutes',Never,
3/5/2015 13:22:59,JWW side,Day 1,EW,,Female,Senior,None,Yes,Hetero,Asian,Humanities/arts,No,Domestic,Yes,No opinion,Very conservative,Somewhat cons,Somewhat comfortable,Strongly disapprove,Yes,No opinion,"No, I do not feel inadequate relative to other Brown students","I have had grad students as teaching assistants, I have taken a course taught by a grad student",Very positive,'20 minutes',Multiple times a week,
3/5/2015 13:24:01,JWW side,Day 1,EW,,Male,Junior,None,No,Hetero,White,"Humanities/arts, Social sciences",No,International,No,Strongly disapprove,Very lib,Very lib,Somewhat comfortable,Strongly disapprove,"No, they were too harsh","No, they were too harsh","No, I do not feel inadequate relative to other Brown students",Grad students have been mentors (formal or informal) to me,Very positive,I do not use my laptop in class,Multiple times a week,
3/5/2015 13:24:57,JWW side,Day 1,EW,,Female,Sophomore,None,No,Hetero,White,Social sciences,No,Domestic,No,Somewhat approve,Somewhat liberal,Very lib,Very comfortable,Strongly disapprove,"No, they were too harsh","No, they were too harsh","No, I do not feel inadequate relative to other Brown students",I have had grad students as teaching assistants,Neutral,'10 minutes',Multiple times a week,
3/5/2015 13:26:02,JWW side,Day 1,EW,,Female,First-year,Just loans,No,Hetero,White,Life sciences,No,Domestic,No,Somewhat disapprove,Centrist,Very lib,Somewhat comfortable,Strongly disapprove,"No, they were too harsh","No, they were too harsh","Yes, about my sex/love life","I have had grad students as teaching assistants, I have taken a course taught by a grad student",Neutral,'10 minutes',Once a week,
3/5/2015 13:26:58,JWW side,Day 1,EW,,Female,Senior,None,No,Hetero,White,Humanities/arts,No,International,No,Somewhat disapprove,Somewhat liberal,Very lib,Very comfortable,Somewhat approve,Yes,Yes,"Yes, about something not listed above","I have had grad students as teaching assistants, I have taken a course taught by a grad student",Very positive,'10 minutes',Once a month,
3/5/2015 13:27:51,JWW side,Day 1,EW,,Male,First-year,None,No,Hetero,White,Humanities/arts,No,International,No,Somewhat disapprove,Centrist,Somewhat liberal,No opinion,Strongly disapprove,"No, they were too harsh","No, they were too harsh","No, I do not feel inadequate relative to other Brown students","I have had grad students as teaching assistants, Other",Somewhat positive,'10 minutes',Once a week,
3/5/2015 13:28:41,JWW side,Day 1,EW,,Female,Senior,None,No,Bisexual,White,Physical sciences,No,Domestic,No,No opinion,Somewhat liberal,Very lib,Somewhat comfortable,Somewhat approve,Yes,Not familiar enough to answer,"Yes, about something not listed above",I have had grad students as teaching assistants,Somewhat positive,'30 minutes',Never,
3/5/2015 13:29:40,JWW side,Day 1,EW,,Female,Junior,"Grants, covering some costs",Yes,Hetero,"White, Asian",Physical sciences,No,Domestic,No,Somewhat approve,Very lib,Very lib,Somewhat comfortable,No opinion,Yes,No opinion,"No, I do not feel inadequate relative to other Brown students","I have had grad students as teaching assistants, I have taken a course taught by a grad student",Very positive,'10 minutes',Once a semester,
3/5/2015 13:32:18,JWW side,Day 1,EW,,Male,Sophomore,"Grants, covering some costs",No,Hetero,Other,"Humanities/arts, Life sciences",No,International,Yes,,Very lib,Very lib,Somewhat comfortable,Somewhat disapprove,"No, they were too harsh","No, they were too lenient","Yes, about my academic ability","I have had grad students as teaching assistants, I have interacted with grad students while doing research, I have taken a course taught by a grad student, Grad students have been mentors (formal or informal) to me",Somewhat positive,'50 minutes',Multiple times a week,"For Q1, both ""somewhat approve"" and ""somewhat disapprove"" were circled. For Q5, this person wrote ""It's complciated. Registered events are good --> they're safer."""
3/5/2015 13:33:10,JWW side,Day 1,EW,,Male,Senior,None,Yes,Hetero,White,Physical sciences,No,Domestic,No,Somewhat approve,Somewhat cons,Somewhat liberal,Very comfortable,Somewhat disapprove,Not familiar enough to answer,"No, they were too harsh","Yes, about my academic ability",I have had grad students as teaching assistants,Very positive,I do not use my laptop in class,Never,
3/5/2015 13:34:22,JWW side,Day 1,EW,,Female,Sophomore,"Grants, covering all costs",No,Hetero,Black,Social sciences,Yes,Domestic,No,No opinion,No opinion,Very lib,Very comfortable,No opinion,Yes,Not familiar enough to answer,"No, I do not feel inadequate relative to other Brown students","I have had grad students as teaching assistants, I have taken a course taught by a grad student, Grad students have been mentors (formal or informal) to me",Very positive,I do not use my laptop in class,Once a month,"Q5: This person wrote ""Doesn't matter, people will drink anyway."""
3/5/2015 13:35:22,JWW side,Day 1,EW,,Female,Sophomore,None,Yes,Hetero,White,"Life sciences, Physical sciences",No,Domestic,Yes,Somewhat approve,Somewhat liberal,Very lib,Somewhat uncomfortable,Somewhat disapprove,Yes,"No, they were too harsh","Yes, about my academic ability, Yes, about something not listed above","I have had grad students as teaching assistants, Grad students have been mentors (formal or informal) to me",Somewhat positive,'0 minutes',Multiple times a week,
3/5/2015 13:36:21,JWW side,Day 1,EW,,Female,Sophomore,None,No,,Other,Humanities/arts,No,International,No,Somewhat approve,Very lib,Very lib,Somewhat comfortable,Strongly disapprove,"No, they were too harsh","No, they were too harsh","No, I do not feel inadequate relative to other Brown students",I have taken a course taught by a grad student,Very positive,'50 minutes',Multiple times a week,
3/5/2015 13:37:26,JWW side,Day 1,EW,,Male,Junior,Grants and loans,No,Hetero,Asian,Physical sciences,No,Domestic,No,Somewhat disapprove,Somewhat cons,Somewhat cons,Somewhat uncomfortable,No opinion,No opinion,No opinion,"No, I do not feel inadequate relative to other Brown students","I have had grad students as teaching assistants, I have interacted with grad students while doing research, I have taken a course taught by a grad student",Somewhat positive,'10 minutes',Once a semester,This person wrote ENGN next to physical sciences in the control questions.
3/5/2015 13:38:13,JWW side,Day 1,EW,,Female,Junior,None,No,Hetero,Other,Physical sciences,No,International,No,Somewhat approve,Somewhat liberal,Somewhat liberal,Very comfortable,Somewhat approve,Yes,No opinion,"Yes, about my academic ability, Yes, about my socioeconomic status",I have had grad students as teaching assistants,Very positive,I do not use my laptop in class,Once a semester,
3/5/2015 13:40:58,JWW side,Day 1,EW,,Male,First-year,None,No,Hetero,White,"Social sciences, Life sciences",No,Domestic,Yes,Strongly approve,Somewhat liberal,Very lib,Very comfortable,Somewhat disapprove,,Not familiar enough to answer,"No, I do not feel inadequate relative to other Brown students",,Very positive,'0 minutes',Once a month,"Q6: Person circled both ""No they were too harsh"" and ""Not familiar enough to answer."" For Q9, no answer was circled, but this person wrote ""Grads in a class with me."""
3/5/2015 13:41:57,JWW side,Day 1,EW,,Female,First-year,Grants and loans,No,,"White, Hispanic, Am Indian/Alaska",Social sciences,No,Domestic,Yes,No opinion,Somewhat liberal,Very lib,Very comfortable,Somewhat disapprove,Yes,"No, they were too harsh","Yes, about my academic ability",I have had grad students as teaching assistants,Very positive,'10 minutes',Once a month,
3/5/2015 13:42:45,JWW side,Day 1,EW,,Male,First-year,Grants and loans,No,Hetero,Asian,Physical sciences,Yes,Domestic,No,Strongly approve,No opinion,No opinion,No opinion,No opinion,Not familiar enough to answer,Not familiar enough to answer,"No, I do not feel inadequate relative to other Brown students",Grad students have been mentors (formal or informal) to me,Very positive,'0 minutes',Never,
3/5/2015 13:43:39,JWW side,Day 1,EW,,Male,First-year,"Grants, covering some costs",No,Hetero,Asian,Physical sciences,No,International,No,No opinion,Centrist,Somewhat liberal,Somewhat comfortable,No opinion,Not familiar enough to answer,Not familiar enough to answer,"Yes, about my socioeconomic status",I have had grad students as teaching assistants,Somewhat positive,I do not use my laptop in class,Once a semester,
3/5/2015 13:45:01,JWW side,Day 1,EW,,Female,Senior,None,No,Hetero,White,Life sciences,No,Domestic,No,Somewhat approve,Very lib,Very lib,Somewhat comfortable,Somewhat approve,Yes,Not familiar enough to answer,"No, I do not feel inadequate relative to other Brown students","I have had grad students as teaching assistants, I have interacted with grad students while doing research, Grad students have been mentors (formal or informal) to me, Other",Very positive,'10 minutes',Never,
3/5/2015 13:45:54,JWW side,Day 1,EW,,Male,First-year,"Grants, covering some costs",No,Hetero,Black,Humanities/arts,Yes,Domestic,No,No opinion,Very lib,Very lib,Somewhat comfortable,Not familiar enough to answer,Not familiar enough to answer,Not familiar enough to answer,"Yes, about my academic ability, Yes, about my appearance, Yes, about my socioeconomic status, Yes, about something not listed above","I have had grad students as teaching assistants, Other",Neutral,'10 minutes',Once a week,
3/5/2015 13:46:49,JWW side,Day 1,EW,,Female,Sophomore,None,No,Hetero,White,Life sciences,No,Domestic,No,Somewhat approve,Centrist,Very lib,Very comfortable,Strongly approve,Yes,"No, they were too lenient","Yes, about my academic ability, Yes, about my appearance","I have had grad students as teaching assistants, I have interacted with grad students while doing research, Grad students have been mentors (formal or informal) to me",Very positive,I do not use my laptop in class,Once a semester,
3/5/2015 13:47:48,JWW side,Day 1,EW,,Male,Senior,None,No,Bisexual,White,Life sciences,No,Domestic,No,Somewhat approve,Somewhat liberal,Very lib,Somewhat uncomfortable,No opinion,No opinion,No opinion,"No, I do not feel inadequate relative to other Brown students","I have had grad students as teaching assistants, I have interacted with grad students while doing research, I have taken a course taught by a grad student",Somewhat positive,'10 minutes',Never,
3/5/2015 13:48:40,JWW side,Day 1,EW,,Female,First-year,None,No,,"White, Other","Humanities/arts, Social sciences",No,Domestic,Yes,Somewhat approve,Somewhat liberal,Very lib,Somewhat comfortable,Somewhat approve,Yes,Yes,"No, I do not feel inadequate relative to other Brown students","I have had grad students as teaching assistants, I have taken a course taught by a grad student",Very positive,'10 minutes',Never,
3/5/2015 13:49:31,JWW side,Day 1,EW,,Male,Sophomore,None,No,Hetero,Asian,Physical sciences,No,Domestic,No,Strongly approve,Centrist,Very conservative,Very uncomfortable,Somewhat approve,"No, they were too lenient",Yes,"Yes, about my academic ability, Yes, about my social life, Yes, about my sex/love life, Yes, about my appearance","I have had grad students as teaching assistants, I have interacted with grad students while doing research",Somewhat positive,I do not use my laptop in class,Never,
3/5/2015 13:50:29,JWW side,Day 1,EW,,Female,Sophomore,None,No,Gay,Asian,"Social sciences, Life sciences",No,Domestic,No,No opinion,No opinion,Somewhat liberal,Somewhat comfortable,Somewhat approve,Yes,Yes,"No, I do not feel inadequate relative to other Brown students","I have had grad students as teaching assistants, Grad students have been mentors (formal or informal) to me",Somewhat positive,'10 minutes',Never,
3/5/2015 13:52:00,JWW side,Day 1,EW,,Female,First-year,None,Yes,Hetero,White,"Humanities/arts, Social sciences",No,Domestic,No,Somewhat approve,Somewhat cons,Very lib,Somewhat comfortable,Somewhat disapprove,"No, they were too harsh","No, they were too harsh","Yes, about my sex/love life","I have had grad students as teaching assistants, Other",Very positive,I do not use my laptop in class,Once a month,
3/5/2015 13:55:00,SciLi,Day 2,EW,,Male,Senior,None,No,Hetero,Asian,Humanities/arts,No,International,No,Somewhat approve,Very lib,Very lib,Somewhat comfortable,No opinion,Not familiar enough to answer,Not familiar enough to answer,"No, I do not feel inadequate relative to other Brown students",Grad students have been mentors (formal or informal) to me,Very positive,'10 minutes',Multiple times a week,
3/5/2015 13:55:55,SciLi,Day 2,EW,,Female,Sophomore,"Grants, covering all costs",No,Hetero,Hispanic,Life sciences,No,Domestic,No,Somewhat disapprove,Somewhat cons,Somewhat cons,Somewhat uncomfortable,Strongly approve,Yes,"No, they were too lenient","Yes, about my academic ability",I have had grad students as teaching assistants,Neutral,'30 minutes',,This person didn't answer Q12. 
3/5/2015 13:57:13,SciLi,Day 2,EW,,Male,First-year,Just loans,No,Hetero,Asian,,No,Domestic,No,No opinion,No opinion,Somewhat liberal,Somewhat uncomfortable,Not familiar enough to answer,Not familiar enough to answer,Not familiar enough to answer,"Yes, about my social life, Yes, about my sex/love life, Yes, about my socioeconomic status","I have had grad students as teaching assistants, I have taken a course taught by a grad student",Neutral,'10 minutes',Once a semester,No concentration area was given. 
3/5/2015 13:58:19,SciLi,Day 2,EW,,Male,First-year,"Grants, covering all costs",No,Hetero,Asian,,Yes,Domestic,No,No opinion,Somewhat liberal,Somewhat liberal,Very comfortable,Somewhat approve,Not familiar enough to answer,Not familiar enough to answer,"Yes, about my academic ability, Yes, about my sex/love life, Yes, about my appearance, Yes, about my socioeconomic status",I have had grad students as teaching assistants,Somewhat positive,'0 minutes',Once a month,No concentration area was given.
3/5/2015 14:00:06,SciLi,Day 2,EW,,Female,Junior,None,Yes,Hetero,White,Life sciences,No,Domestic,No,No opinion,No opinion,Somewhat liberal,Somewhat uncomfortable,Not familiar enough to answer,Not familiar enough to answer,Not familiar enough to answer,"Yes, about my academic ability",I have had grad students as teaching assistants,Very positive,'0 minutes',Once a semester,
3/5/2015 14:00:57,SciLi,Day 2,EW,,Male,Sophomore,None,Yes,Hetero,White,Social sciences,No,Domestic,No,No opinion,Somewhat liberal,Very lib,Very comfortable,No opinion,Yes,"No, they were too harsh","No, I do not feel inadequate relative to other Brown students","I have had grad students as teaching assistants, I have taken a course taught by a grad student",Very positive,'0 minutes',Once a month,
3/5/2015 16:07:29,SciLi,Day 2,ABK,,Female,Junior,None,No,Hetero,White,Social sciences,No,Domestic,No,Somewhat approve,Somewhat liberal,Very lib,Somewhat uncomfortable,Somewhat disapprove,Yes,"No, they were too harsh","Yes, about my academic ability",I have had grad students as teaching assistants,Neutral,'10 minutes',Multiple times a week,
3/5/2015 16:10:11,SciLi,Day 2,ABK,,Female,Junior,None,Yes,Bisexual,White,"Humanities/arts, Social sciences",No,Domestic,No,Strongly disapprove,Very lib,Very lib,Very comfortable,Strongly approve,"No, they were too harsh","No, they were too lenient","No, I do not feel inadequate relative to other Brown students","I have had grad students as teaching assistants, I have interacted with grad students while doing research, I have taken a course taught by a grad student, Grad students have been mentors (formal or informal) to me",Very positive,'40 minutes',Multiple times a week,
3/5/2015 16:13:59,SciLi,Day 2,ABK,,Male,Sophomore,None,Yes,Gay,Asian,Physical sciences,No,Domestic,No,Somewhat disapprove,Very lib,Very lib,Somewhat comfortable,Strongly disapprove,"No, they were too harsh","No, they were too harsh","Yes, about something not listed above","I have had grad students as teaching assistants, I have interacted with grad students while doing research, Grad students have been mentors (formal or informal) to me",Somewhat positive,'10 minutes',Once a month,
3/5/2015 16:15:38,SciLi,Day 2,ABK,,Male,First-year,None,No,Hetero,White,Physical sciences,No,Domestic,No,Somewhat approve,Somewhat cons,Very lib,Somewhat comfortable,Strongly approve,Yes,Yes,"Yes, about my academic ability, Yes, about my social life","I have had grad students as teaching assistants, I have interacted with grad students while doing research, Grad students have been mentors (formal or informal) to me",Very positive,'20 minutes',Once a week,
3/5/2015 16:17:55,SciLi,Day 2,ABK,,Female,Sophomore,None,No,Hetero,White,Life sciences,No,Domestic,No,No opinion,Somewhat cons,Somewhat liberal,Very comfortable,Somewhat disapprove,No opinion,No opinion,,"I have had grad students as teaching assistants, I have interacted with grad students while doing research",Very positive,'10 minutes',Never,
3/5/2015 16:19:07,SciLi,Day 2,ABK,,Female,Sophomore,None,No,Hetero,Asian,Life sciences,No,International,No,No opinion,Somewhat liberal,Very lib,Somewhat comfortable,Somewhat disapprove,"No, they were too harsh","No, they were too harsh","Yes, about my academic ability",I have not interacted with grad students,I have not interacted with grad students,'20 minutes',Multiple times a week,
3/5/2015 16:20:39,SciLi,Day 2,ABK,,Male,Sophomore,None,No,Hetero,Asian,Physical sciences,No,Domestic,No,Somewhat disapprove,Somewhat liberal,Somewhat cons,Somewhat uncomfortable,Somewhat disapprove,"No, they were too harsh","No, they were too harsh","Yes, about my academic ability, Yes, about my social life, Yes, about my sex/love life, Yes, about my appearance, Yes, about my socioeconomic status, Yes, about something not listed above",I have had grad students as teaching assistants,Somewhat positive,'20 minutes',Once a month,
3/5/2015 16:23:35,SciLi,Day 2,ABK,,Male,Junior,"Grants, covering some costs",Yes,Hetero,Asian,Social sciences,Yes,Domestic,No,Somewhat approve,Somewhat liberal,Very lib,Somewhat comfortable,Somewhat approve,No opinion,No opinion,"No, I do not feel inadequate relative to other Brown students",I have had grad students as teaching assistants,Somewhat positive,I do not use my laptop in class,Once a semester,
3/5/2015 16:25:14,SciLi,Day 2,ABK,,Female,Sophomore,None,No,Hetero,Hispanic,Social sciences,No,Domestic,No,No opinion,Somewhat liberal,Very lib,Somewhat comfortable,Somewhat disapprove,Yes,"No, they were too harsh","No, I do not feel inadequate relative to other Brown students",I have had grad students as teaching assistants,Somewhat positive,'30 minutes',Multiple times a week,
3/5/2015 16:26:40,SciLi,Day 2,ABK,,Male,Sophomore,Grants and loans,No,Hetero,Black,"Humanities/arts, Social sciences",No,Domestic,No,Somewhat disapprove,Very lib,Very lib,Very comfortable,Somewhat approve,Yes,Yes,"No, I do not feel inadequate relative to other Brown students",I have had grad students as teaching assistants,Somewhat positive,'10 minutes',Never,
3/5/2015 16:28:07,SciLi,Day 2,ABK,,Female,Junior,None,No,Hetero,Hispanic,Social sciences,No,Domestic,No,Strongly approve,Somewhat liberal,Very lib,Somewhat comfortable,Strongly approve,Yes,"No, they were too lenient","Yes, about my academic ability, Yes, about my social life, Yes, about my sex/love life, Yes, about my appearance","I have had grad students as teaching assistants, Grad students have been mentors (formal or informal) to me",Very positive,I do not use my laptop in class,Once a week,
3/5/2015 16:29:29,SciLi,Day 2,ABK,,Male,Sophomore,None,No,Hetero,White,Social sciences,No,Domestic,No,No opinion,Somewhat cons,Very lib,Somewhat comfortable,Strongly disapprove,"No, they were too harsh","No, they were too harsh","No, I do not feel inadequate relative to other Brown students",I have had grad students as teaching assistants,Very positive,'10 minutes',Once a week,
3/5/2015 16:31:13,SciLi,Day 2,ABK,,Male,Junior,None,No,Hetero,White,"Social sciences, Life sciences",No,Domestic,No,Somewhat approve,Somewhat cons,Very lib,Somewhat uncomfortable,No opinion,Yes,Not familiar enough to answer,"No, I do not feel inadequate relative to other Brown students","I have had grad students as teaching assistants, I have interacted with grad students while doing research, I have taken a course taught by a grad student, Other",Very positive,'10 minutes',Never,
3/5/2015 16:32:35,SciLi,Day 2,ABK,,Male,Sophomore,"Grants, covering some costs",No,Hetero,"Asian, Hispanic",Social sciences,No,Domestic,No,Somewhat approve,Centrist,Somewhat liberal,Somewhat uncomfortable,Somewhat disapprove,No opinion,No opinion,"Yes, about my academic ability","I have had grad students as teaching assistants, I have taken a course taught by a grad student, Grad students have been mentors (formal or informal) to me",Somewhat positive,'20 minutes',Once a week,
3/5/2015 16:34:38,SciLi,Day 2,ABK,,Male,First-year,None,No,Hetero,White,Humanities/arts,No,Domestic,No,No opinion,Somewhat cons,Somewhat liberal,Somewhat comfortable,Somewhat approve,Not familiar enough to answer,Not familiar enough to answer,"Yes, about my academic ability",I have had grad students as teaching assistants,Very positive,I do not use my laptop in class,Once a semester,
3/5/2015 16:36:19,SciLi,Day 2,ABK,,Male,Sophomore,None,Yes,Hetero,Hispanic,Humanities/arts,No,Domestic,No,Somewhat approve,Somewhat liberal,Somewhat liberal,No opinion,No opinion,Yes,"No, they were too harsh","No, I do not feel inadequate relative to other Brown students",I have interacted with grad students while doing research,Very positive,'0 minutes',Once a week,
3/5/2015 16:37:54,SciLi,Day 2,ABK,,Male,Senior,"Grants, covering some costs",No,Hetero,White,Humanities/arts,No,Domestic,No,Somewhat approve,Very lib,Very lib,Very comfortable,Somewhat disapprove,"No, they were too harsh",Yes,"Yes, about my academic ability",I have had grad students as teaching assistants,Very positive,'10 minutes',Once a month,
3/5/2015 16:38:58,SciLi,Day 2,ABK,,Female,Sophomore,Grants and loans,No,Hetero,White,Social sciences,No,Domestic,No,No opinion,Somewhat liberal,Very lib,Very comfortable,Somewhat disapprove,Not familiar enough to answer,"No, they were too harsh","Yes, about my academic ability","I have had grad students as teaching assistants, I have taken a course taught by a grad student",Very positive,'20 minutes',Never,
3/5/2015 16:40:43,SciLi,Day 2,ABK,,Male,First-year,None,No,Hetero,White,Life sciences,No,Domestic,No,Somewhat approve,Somewhat liberal,Somewhat liberal,Somewhat uncomfortable,Somewhat disapprove,"No, they were too harsh","No, they were too harsh","No, I do not feel inadequate relative to other Brown students","I have had grad students as teaching assistants, Other",Somewhat positive,I do not use my laptop in class,Once a semester,9: other- club hockey 
3/5/2015 16:41:57,SciLi,Day 2,ABK,,Male,Junior,None,No,Hetero,Asian,Physical sciences,No,International,No,Somewhat approve,Somewhat cons,Somewhat liberal,Somewhat comfortable,Somewhat approve,Yes,Yes,"No, I do not feel inadequate relative to other Brown students","I have had grad students as teaching assistants, I have interacted with grad students while doing research, Grad students have been mentors (formal or informal) to me",Somewhat positive,'10 minutes',Multiple times a week,
3/5/2015 16:43:08,SciLi,Day 2,ABK,,Female,Junior,None,No,Hetero,Asian,"Life sciences, Physical sciences",No,International,No,No opinion,Centrist,Somewhat cons,Very comfortable,Strongly approve,Yes,Yes,"No, I do not feel inadequate relative to other Brown students","I have had grad students as teaching assistants, I have interacted with grad students while doing research, Grad students have been mentors (formal or informal) to me",Neutral,'30 minutes',Multiple times a week,
3/5/2015 16:45:18,SciLi,Day 2,ABK,,Male,Junior,Grants and loans,No,Hetero,White,Physical sciences,No,Domestic,No,Somewhat approve,Centrist,Very lib,Somewhat comfortable,Strongly approve,Yes,Yes,"No, I do not feel inadequate relative to other Brown students","I have had grad students as teaching assistants, Other",Somewhat positive,I do not use my laptop in class,Once a month,
3/5/2015 16:46:52,SciLi,Day 2,ABK,,Male,Junior,None,No,Hetero,White,Physical sciences,Yes,Domestic,No,No opinion,No opinion,Centrist,Very uncomfortable,Strongly disapprove,"No, they were too harsh",Not familiar enough to answer,"No, I do not feel inadequate relative to other Brown students","I have had grad students as teaching assistants, I have interacted with grad students while doing research, Grad students have been mentors (formal or informal) to me",Somewhat positive,'10 minutes',Once a month,
3/5/2015 16:48:28,SciLi,Day 2,ABK,,Female,Senior,None,No,Hetero,Asian,Social sciences,No,International,No,Somewhat approve,Somewhat liberal,Somewhat liberal,Somewhat comfortable,Somewhat disapprove,Not familiar enough to answer,Not familiar enough to answer,"No, I do not feel inadequate relative to other Brown students",I have had grad students as teaching assistants,Neutral,'10 minutes',Multiple times a week,
